case_id,complaint_time,fraud_type,reported_amount,complaint_state_code,complaint_state_ut,initial_transaction_id,source_type,source_system,primary_mule_account_id,prediction_time
CASE_000121,2025-01-05 06:56:35,Loan App Fraud,25927,PY,Puducherry,TXN_0000121,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003867,2025-01-05 07:26:35
CASE_000122,2025-01-05 06:59:16,Phishing,93975,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0000122,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006822,2025-01-05 07:29:16
CASE_000123,2025-01-05 08:00:18,Phishing,28022,AR,Arunachal Pradesh,TXN_0000123,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010365,2025-01-05 08:30:18
CASE_000124,2025-01-05 08:35:54,Investment Scam,16709,GA,Goa,TXN_0000124,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002592,2025-01-05 09:05:54
CASE_000125,2025-01-05 09:57:48,Account Takeover,18121,KL,Kerala,TXN_0000125,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012509,2025-01-05 10:27:48
CASE_000126,2025-01-05 10:39:05,Account Takeover,41315,JH,Jharkhand,TXN_0000126,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016712,2025-01-05 11:09:05
CASE_000127,2025-01-05 10:43:25,UPI Fraud,93654,MH,Maharashtra,TXN_0000127,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001575,2025-01-05 11:13:25
CASE_000128,2025-01-05 11:50:44,Investment Scam,10949,JK,Jammu and Kashmir,TXN_0000128,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006494,2025-01-05 12:20:44
CASE_000129,2025-01-05 13:05:16,OTP Fraud,40457,CH,Chandigarh,TXN_0000129,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016948,2025-01-05 13:35:16
CASE_000130,2025-01-05 13:26:05,Loan App Fraud,29038,OD,Odisha,TXN_0000130,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013981,2025-01-05 13:56:05
CASE_000131,2025-01-05 14:42:28,Remote Access Scam,61786,AP,Andhra Pradesh,TXN_0000131,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014020,2025-01-05 15:12:28
CASE_000132,2025-01-05 14:48:07,Remote Access Scam,64535,ML,Meghalaya,TXN_0000132,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007009,2025-01-05 15:18:07
CASE_000133,2025-01-05 15:04:51,Phishing,15098,PB,Punjab,TXN_0000133,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014495,2025-01-05 15:34:51
CASE_000134,2025-01-05 17:10:00,Remote Access Scam,145285,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0000134,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018922,2025-01-05 17:40:00
CASE_000135,2025-01-05 17:17:06,Card Fraud,36543,NL,Nagaland,TXN_0000135,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018092,2025-01-05 17:47:06
CASE_000136,2025-01-05 17:18:27,Marketplace Fraud,24483,LD,Lakshadweep,TXN_0000136,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002914,2025-01-05 17:48:27
CASE_000137,2025-01-05 19:41:15,UPI Fraud,28893,PB,Punjab,TXN_0000137,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001360,2025-01-05 20:11:15
CASE_000138,2025-01-05 19:46:02,Marketplace Fraud,132958,CH,Chandigarh,TXN_0000138,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005995,2025-01-05 20:16:02
CASE_000139,2025-01-05 22:45:48,Remote Access Scam,67155,KL,Kerala,TXN_0000139,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006022,2025-01-05 23:15:48
CASE_000140,2025-01-06 00:00:08,Investment Scam,30766,TS,Telangana,TXN_0000140,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000501,2025-01-06 00:30:08
CASE_000141,2025-01-06 00:04:13,Marketplace Fraud,173219,GJ,Gujarat,TXN_0000141,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005227,2025-01-06 00:34:13
CASE_000142,2025-01-06 00:40:08,Marketplace Fraud,33578,TS,Telangana,TXN_0000142,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014054,2025-01-06 01:10:08
CASE_000143,2025-01-06 04:26:34,Social Engineering,69941,SK,Sikkim,TXN_0000143,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003535,2025-01-06 04:56:34
CASE_000144,2025-01-06 06:01:26,Marketplace Fraud,88798,UP,Uttar Pradesh,TXN_0000144,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004394,2025-01-06 06:31:26
CASE_000145,2025-01-06 06:36:09,UPI Fraud,10321,UP,Uttar Pradesh,TXN_0000145,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008005,2025-01-06 07:06:09
CASE_000146,2025-01-06 08:35:25,Investment Scam,24571,MZ,Mizoram,TXN_0000146,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008184,2025-01-06 09:05:25
CASE_000147,2025-01-06 09:19:29,Account Takeover,57178,LA,Ladakh,TXN_0000147,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004261,2025-01-06 09:49:29
CASE_000148,2025-01-06 10:09:43,OTP Fraud,40892,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0000148,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008859,2025-01-06 10:39:43
CASE_000149,2025-01-06 10:09:45,Investment Scam,18673,MH,Maharashtra,TXN_0000149,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000577,2025-01-06 10:39:45
CASE_000150,2025-01-06 10:25:49,OTP Fraud,86493,AN,Andaman and Nicobar Islands,TXN_0000150,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006543,2025-01-06 10:55:49
CASE_000151,2025-01-06 10:49:33,Investment Scam,22874,AP,Andhra Pradesh,TXN_0000151,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008829,2025-01-06 11:19:33
CASE_000152,2025-01-06 11:42:34,Account Takeover,10096,MP,Madhya Pradesh,TXN_0000152,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005510,2025-01-06 12:12:34
CASE_000153,2025-01-06 14:58:25,Remote Access Scam,37978,AS,Assam,TXN_0000153,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002447,2025-01-06 15:28:25
CASE_000154,2025-01-06 15:22:39,Remote Access Scam,41082,AP,Andhra Pradesh,TXN_0000154,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001522,2025-01-06 15:52:39
CASE_000155,2025-01-06 17:07:22,Phishing,20824,MZ,Mizoram,TXN_0000155,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017713,2025-01-06 17:37:22
CASE_000156,2025-01-06 18:59:41,OTP Fraud,93697,SK,Sikkim,TXN_0000156,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000737,2025-01-06 19:29:41
CASE_000157,2025-01-06 19:12:41,UPI Fraud,95060,OD,Odisha,TXN_0000157,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006032,2025-01-06 19:42:41
CASE_000158,2025-01-06 19:21:00,Investment Scam,7961,TR,Tripura,TXN_0000158,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018031,2025-01-06 19:51:00
CASE_000159,2025-01-06 19:44:16,OTP Fraud,21822,GJ,Gujarat,TXN_0000159,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013147,2025-01-06 20:14:16
CASE_000160,2025-01-06 21:12:26,Marketplace Fraud,20025,CH,Chandigarh,TXN_0000160,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014531,2025-01-06 21:42:26
CASE_000161,2025-01-06 21:50:17,Social Engineering,10125,JH,Jharkhand,TXN_0000161,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004592,2025-01-06 22:20:17
CASE_000162,2025-01-06 22:16:02,Card Fraud,15284,UK,Uttarakhand,TXN_0000162,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012314,2025-01-06 22:46:02
CASE_000163,2025-01-06 23:15:19,Investment Scam,90630,NL,Nagaland,TXN_0000163,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002264,2025-01-06 23:45:19
CASE_000164,2025-01-07 00:18:13,Investment Scam,112115,UP,Uttar Pradesh,TXN_0000164,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018039,2025-01-07 00:48:13
CASE_000165,2025-01-07 00:56:56,Marketplace Fraud,124898,TN,Tamil Nadu,TXN_0000165,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004674,2025-01-07 01:26:56
CASE_000166,2025-01-07 01:49:58,Loan App Fraud,56923,AN,Andaman and Nicobar Islands,TXN_0000166,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009301,2025-01-07 02:19:58
CASE_000167,2025-01-07 02:15:08,Marketplace Fraud,36934,CG,Chhattisgarh,TXN_0000167,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010012,2025-01-07 02:45:08
CASE_000168,2025-01-07 02:29:43,OTP Fraud,68929,AP,Andhra Pradesh,TXN_0000168,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007012,2025-01-07 02:59:43
CASE_000169,2025-01-07 02:31:52,OTP Fraud,49937,MH,Maharashtra,TXN_0000169,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000358,2025-01-07 03:01:52
CASE_000170,2025-01-07 03:17:44,Remote Access Scam,13177,SK,Sikkim,TXN_0000170,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000883,2025-01-07 03:47:44
CASE_000171,2025-01-07 03:38:03,Card Fraud,37561,LA,Ladakh,TXN_0000171,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016047,2025-01-07 04:08:03
CASE_000172,2025-01-07 05:57:02,Marketplace Fraud,53271,RJ,Rajasthan,TXN_0000172,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011360,2025-01-07 06:27:02
CASE_000173,2025-01-07 06:42:42,Loan App Fraud,37277,JH,Jharkhand,TXN_0000173,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018658,2025-01-07 07:12:42
CASE_000174,2025-01-07 07:21:30,UPI Fraud,123641,MP,Madhya Pradesh,TXN_0000174,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010663,2025-01-07 07:51:30
CASE_000175,2025-01-07 07:46:24,Remote Access Scam,40493,GJ,Gujarat,TXN_0000175,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004829,2025-01-07 08:16:24
CASE_000176,2025-01-07 08:41:27,Remote Access Scam,87404,CH,Chandigarh,TXN_0000176,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014349,2025-01-07 09:11:27
CASE_000177,2025-01-07 09:01:03,Remote Access Scam,276622,KL,Kerala,TXN_0000177,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014648,2025-01-07 09:31:03
CASE_000178,2025-01-07 09:07:27,Card Fraud,26622,GA,Goa,TXN_0000178,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003815,2025-01-07 09:37:27
CASE_000179,2025-01-07 09:42:00,Social Engineering,28612,BR,Bihar,TXN_0000179,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008530,2025-01-07 10:12:00
CASE_000180,2025-01-07 11:27:11,Social Engineering,16785,GA,Goa,TXN_0000180,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008878,2025-01-07 11:57:11
CASE_000181,2025-01-07 11:42:04,Phishing,98660,BR,Bihar,TXN_0000181,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000598,2025-01-07 12:12:04
CASE_000182,2025-01-07 11:43:39,Social Engineering,10284,MN,Manipur,TXN_0000182,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018547,2025-01-07 12:13:39
CASE_000183,2025-01-07 12:08:13,Phishing,35471,NL,Nagaland,TXN_0000183,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006041,2025-01-07 12:38:13
CASE_000184,2025-01-07 12:45:58,Loan App Fraud,26523,MZ,Mizoram,TXN_0000184,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003886,2025-01-07 13:15:58
CASE_000185,2025-01-07 14:44:01,Social Engineering,6040,DL,Delhi,TXN_0000185,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003321,2025-01-07 15:14:01
CASE_000186,2025-01-07 15:57:56,Card Fraud,95409,GA,Goa,TXN_0000186,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016289,2025-01-07 16:27:56
CASE_000187,2025-01-07 17:33:30,UPI Fraud,22500,KA,Karnataka,TXN_0000187,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016443,2025-01-07 18:03:30
CASE_000188,2025-01-07 18:08:56,UPI Fraud,31004,AN,Andaman and Nicobar Islands,TXN_0000188,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007907,2025-01-07 18:38:56
CASE_000189,2025-01-07 18:44:27,UPI Fraud,51452,SK,Sikkim,TXN_0000189,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002597,2025-01-07 19:14:27
CASE_000190,2025-01-07 19:21:49,Phishing,63220,WB,West Bengal,TXN_0000190,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002410,2025-01-07 19:51:49
CASE_000191,2025-01-07 20:24:42,Investment Scam,19343,AP,Andhra Pradesh,TXN_0000191,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006490,2025-01-07 20:54:42
CASE_000192,2025-01-07 22:11:03,UPI Fraud,7441,WB,West Bengal,TXN_0000192,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003012,2025-01-07 22:41:03
CASE_000193,2025-01-07 22:45:51,OTP Fraud,16116,JH,Jharkhand,TXN_0000193,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016497,2025-01-07 23:15:51
CASE_000194,2025-01-07 23:47:35,UPI Fraud,27633,JH,Jharkhand,TXN_0000194,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004140,2025-01-08 00:17:35
CASE_000195,2025-01-07 23:56:25,OTP Fraud,10205,ML,Meghalaya,TXN_0000195,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011927,2025-01-08 00:26:25
CASE_000196,2025-01-08 01:14:17,Investment Scam,107715,GJ,Gujarat,TXN_0000196,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013219,2025-01-08 01:44:17
CASE_000197,2025-01-08 01:41:38,Marketplace Fraud,19600,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0000197,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019521,2025-01-08 02:11:38
CASE_000198,2025-01-08 02:44:44,Card Fraud,48139,PB,Punjab,TXN_0000198,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015119,2025-01-08 03:14:44
CASE_000199,2025-01-08 03:37:51,Marketplace Fraud,28593,MP,Madhya Pradesh,TXN_0000199,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010155,2025-01-08 04:07:51
CASE_000200,2025-01-08 03:58:04,Investment Scam,31022,MH,Maharashtra,TXN_0000200,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012599,2025-01-08 04:28:04
CASE_000201,2025-01-08 04:09:53,Social Engineering,11799,AS,Assam,TXN_0000201,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004414,2025-01-08 04:39:53
CASE_000202,2025-01-08 04:15:29,Card Fraud,34662,TR,Tripura,TXN_0000202,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000555,2025-01-08 04:45:29
CASE_000203,2025-01-08 04:19:53,Investment Scam,16180,RJ,Rajasthan,TXN_0000203,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002078,2025-01-08 04:49:53
CASE_000204,2025-01-08 05:12:41,Loan App Fraud,212487,ML,Meghalaya,TXN_0000204,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018246,2025-01-08 05:42:41
CASE_000205,2025-01-08 05:28:33,Loan App Fraud,26859,HP,Himachal Pradesh,TXN_0000205,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016065,2025-01-08 05:58:33
CASE_000206,2025-01-08 05:55:21,Card Fraud,84590,BR,Bihar,TXN_0000206,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006848,2025-01-08 06:25:21
CASE_000207,2025-01-08 07:11:46,Card Fraud,16194,BR,Bihar,TXN_0000207,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000150,2025-01-08 07:41:46
CASE_000208,2025-01-08 09:54:46,Account Takeover,37741,JH,Jharkhand,TXN_0000208,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006231,2025-01-08 10:24:46
CASE_000209,2025-01-08 10:36:41,Card Fraud,35245,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0000209,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009328,2025-01-08 11:06:41
CASE_000210,2025-01-08 11:08:16,Marketplace Fraud,42092,TS,Telangana,TXN_0000210,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001777,2025-01-08 11:38:16
CASE_000211,2025-01-08 11:52:41,Investment Scam,140158,LA,Ladakh,TXN_0000211,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010651,2025-01-08 12:22:41
CASE_000212,2025-01-08 12:25:39,Investment Scam,20361,KA,Karnataka,TXN_0000212,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005071,2025-01-08 12:55:39
CASE_000213,2025-01-08 14:03:47,OTP Fraud,72057,BR,Bihar,TXN_0000213,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015158,2025-01-08 14:33:47
CASE_000214,2025-01-08 14:31:24,Card Fraud,109694,TR,Tripura,TXN_0000214,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009158,2025-01-08 15:01:24
CASE_000215,2025-01-08 14:52:12,Card Fraud,25253,CH,Chandigarh,TXN_0000215,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013814,2025-01-08 15:22:12
CASE_000216,2025-01-08 16:54:22,Investment Scam,43553,GJ,Gujarat,TXN_0000216,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014191,2025-01-08 17:24:22
CASE_000217,2025-01-08 17:18:23,Card Fraud,38242,PY,Puducherry,TXN_0000217,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001826,2025-01-08 17:48:23
CASE_000218,2025-01-08 17:37:23,Remote Access Scam,55618,HR,Haryana,TXN_0000218,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015473,2025-01-08 18:07:23
CASE_000219,2025-01-08 18:39:20,Marketplace Fraud,18778,GA,Goa,TXN_0000219,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012400,2025-01-08 19:09:20
CASE_000220,2025-01-08 21:21:52,Loan App Fraud,37229,MZ,Mizoram,TXN_0000220,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000094,2025-01-08 21:51:52
CASE_000221,2025-01-08 21:40:52,Phishing,70669,UK,Uttarakhand,TXN_0000221,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003799,2025-01-08 22:10:52
CASE_000222,2025-01-08 22:11:18,Card Fraud,27458,CH,Chandigarh,TXN_0000222,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003005,2025-01-08 22:41:18
CASE_000223,2025-01-08 23:03:46,OTP Fraud,35272,CH,Chandigarh,TXN_0000223,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006146,2025-01-08 23:33:46
CASE_000224,2025-01-08 23:09:08,Account Takeover,107869,GJ,Gujarat,TXN_0000224,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015916,2025-01-08 23:39:08
CASE_000225,2025-01-08 23:15:52,Investment Scam,25891,KL,Kerala,TXN_0000225,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000416,2025-01-08 23:45:52
CASE_000226,2025-01-09 00:32:54,Social Engineering,6357,TS,Telangana,TXN_0000226,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010415,2025-01-09 01:02:54
CASE_000227,2025-01-09 00:53:02,Phishing,103725,AR,Arunachal Pradesh,TXN_0000227,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003664,2025-01-09 01:23:02
CASE_000228,2025-01-09 02:13:09,Phishing,40312,MH,Maharashtra,TXN_0000228,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001859,2025-01-09 02:43:09
CASE_000229,2025-01-09 03:28:01,UPI Fraud,114379,OD,Odisha,TXN_0000229,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019587,2025-01-09 03:58:01
CASE_000230,2025-01-09 05:11:32,Investment Scam,23906,GA,Goa,TXN_0000230,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001869,2025-01-09 05:41:32
CASE_000231,2025-01-09 06:25:25,Social Engineering,137425,AN,Andaman and Nicobar Islands,TXN_0000231,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009590,2025-01-09 06:55:25
CASE_000232,2025-01-09 06:57:58,Phishing,30734,GJ,Gujarat,TXN_0000232,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013167,2025-01-09 07:27:58
CASE_000233,2025-01-09 10:47:04,Investment Scam,56444,AR,Arunachal Pradesh,TXN_0000233,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009453,2025-01-09 11:17:04
CASE_000234,2025-01-09 11:24:20,Phishing,21106,MH,Maharashtra,TXN_0000234,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005593,2025-01-09 11:54:20
CASE_000235,2025-01-09 11:38:41,UPI Fraud,20012,GA,Goa,TXN_0000235,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019489,2025-01-09 12:08:41
CASE_000236,2025-01-09 11:56:41,Card Fraud,32744,OD,Odisha,TXN_0000236,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005106,2025-01-09 12:26:41
CASE_000237,2025-01-09 12:02:22,UPI Fraud,39504,DL,Delhi,TXN_0000237,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019862,2025-01-09 12:32:22
CASE_000238,2025-01-09 15:34:26,Remote Access Scam,31777,RJ,Rajasthan,TXN_0000238,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007070,2025-01-09 16:04:26
CASE_000239,2025-01-09 15:44:30,Loan App Fraud,33978,MP,Madhya Pradesh,TXN_0000239,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007129,2025-01-09 16:14:30
CASE_000240,2025-01-09 16:39:18,Phishing,14025,AS,Assam,TXN_0000240,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007419,2025-01-09 17:09:18
