case_id,cashout_occurred,source_type,cashout_atm_id,cashout_time,cashout_amount,outcome_status
CASE_000229,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000230,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05118,2025-01-09 11:37:51,16674,Cash-out observed after prediction point
CASE_000231,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000232,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000233,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01500,2025-01-09 12:05:08,20091,Cash-out observed after prediction point
CASE_000234,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11309,2025-01-09 16:33:55,7528,Cash-out observed after prediction point
CASE_000235,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000236,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14164,2025-01-09 20:04:27,17711,Cash-out observed after prediction point
CASE_000237,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04626,2025-01-09 18:50:11,28214,Cash-out observed after prediction point
CASE_000238,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000239,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10935,2025-01-09 21:40:03,4872,Cash-out observed after prediction point
CASE_000240,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02061,2025-01-09 18:11:36,5418,Cash-out observed after prediction point
CASE_000241,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05906,2025-01-10 00:50:33,4773,Cash-out observed after prediction point
CASE_000242,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12400,2025-01-10 02:04:50,19517,Cash-out observed after prediction point
CASE_000243,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13821,2025-01-09 23:27:49,23254,Cash-out observed after prediction point
CASE_000244,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04172,2025-01-09 23:56:13,2365,Cash-out observed after prediction point
CASE_000245,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000246,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01412,2025-01-10 06:45:44,9477,Cash-out observed after prediction point
CASE_000247,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000248,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01074,2025-01-10 04:10:20,1311,Cash-out observed after prediction point
CASE_000249,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04667,2025-01-10 01:22:16,13888,Cash-out observed after prediction point
CASE_000250,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13657,2025-01-10 07:10:13,16204,Cash-out observed after prediction point
CASE_000251,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06518,2025-01-10 04:30:59,20707,Cash-out observed after prediction point
CASE_000252,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09023,2025-01-10 06:15:49,5336,Cash-out observed after prediction point
CASE_000253,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04551,2025-01-10 08:55:09,4400,Cash-out observed after prediction point
CASE_000254,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16344,2025-01-10 06:21:42,32208,Cash-out observed after prediction point
CASE_000255,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02047,2025-01-10 07:37:40,5104,Cash-out observed after prediction point
CASE_000256,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06878,2025-01-10 09:51:25,8223,Cash-out observed after prediction point
CASE_000257,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05228,2025-01-10 13:00:47,21187,Cash-out observed after prediction point
CASE_000258,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13686,2025-01-10 13:37:03,2779,Cash-out observed after prediction point
CASE_000259,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07429,2025-01-10 10:53:28,21692,Cash-out observed after prediction point
CASE_000260,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12385,2025-01-10 10:48:06,10123,Cash-out observed after prediction point
CASE_000261,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000262,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17913,2025-01-10 07:08:05,18027,Cash-out observed after prediction point
CASE_000263,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000264,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18593,2025-01-10 11:09:59,2264,Cash-out observed after prediction point
CASE_000265,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16942,2025-01-10 12:00:00,30241,Cash-out observed after prediction point
CASE_000266,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10522,2025-01-10 09:38:29,34968,Cash-out observed after prediction point
CASE_000267,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05505,2025-01-10 10:56:33,13741,Cash-out observed after prediction point
CASE_000268,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01575,2025-01-10 15:10:19,20046,Cash-out observed after prediction point
CASE_000269,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14405,2025-01-10 12:13:27,2387,Cash-out observed after prediction point
CASE_000270,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000271,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18639,2025-01-10 13:19:39,15827,Cash-out observed after prediction point
CASE_000272,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05092,2025-01-10 19:15:05,26230,Cash-out observed after prediction point
CASE_000273,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17985,2025-01-10 16:17:08,2752,Cash-out observed after prediction point
CASE_000274,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08160,2025-01-10 21:22:48,14407,Cash-out observed after prediction point
CASE_000275,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00550,2025-01-10 17:13:09,10852,Cash-out observed after prediction point
CASE_000276,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000277,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16758,2025-01-10 19:10:27,2179,Cash-out observed after prediction point
CASE_000278,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14686,2025-01-10 17:13:07,38715,Cash-out observed after prediction point
CASE_000279,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05747,2025-01-10 21:22:17,25757,Cash-out observed after prediction point
CASE_000280,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000281,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16472,2025-01-10 22:56:53,22166,Cash-out observed after prediction point
CASE_000282,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10038,2025-01-10 21:00:04,42874,Cash-out observed after prediction point
CASE_000283,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02242,2025-01-10 21:56:38,14530,Cash-out observed after prediction point
CASE_000284,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14243,2025-01-11 02:12:56,8890,Cash-out observed after prediction point
CASE_000285,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09898,2025-01-10 22:39:34,6240,Cash-out observed after prediction point
CASE_000286,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000287,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10397,2025-01-10 20:59:18,17043,Cash-out observed after prediction point
CASE_000288,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13234,2025-01-10 22:58:49,7172,Cash-out observed after prediction point
CASE_000289,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01174,2025-01-10 21:05:12,29598,Cash-out observed after prediction point
CASE_000290,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000291,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14210,2025-01-11 01:00:44,4945,Cash-out observed after prediction point
CASE_000292,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00810,2025-01-11 05:28:23,8907,Cash-out observed after prediction point
CASE_000293,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000294,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000295,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07458,2025-01-11 06:54:29,5394,Cash-out observed after prediction point
CASE_000296,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09959,2025-01-11 06:45:34,53754,Cash-out observed after prediction point
CASE_000297,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05909,2025-01-11 09:15:19,5250,Cash-out observed after prediction point
CASE_000298,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08143,2025-01-11 11:46:23,18154,Cash-out observed after prediction point
CASE_000299,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19841,2025-01-11 14:46:46,40325,Cash-out observed after prediction point
CASE_000300,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05201,2025-01-11 16:24:46,5770,Cash-out observed after prediction point
CASE_000301,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01150,2025-01-11 13:41:26,5716,Cash-out observed after prediction point
CASE_000302,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11757,2025-01-11 18:04:53,16343,Cash-out observed after prediction point
CASE_000303,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11744,2025-01-11 14:16:28,9874,Cash-out observed after prediction point
CASE_000304,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000305,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000306,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06909,2025-01-12 00:55:32,9889,Cash-out observed after prediction point
CASE_000307,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05366,2025-01-12 03:19:10,12385,Cash-out observed after prediction point
CASE_000308,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05832,2025-01-12 05:04:29,104081,Cash-out observed after prediction point
CASE_000309,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000310,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14021,2025-01-12 00:28:00,42569,Cash-out observed after prediction point
CASE_000311,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01364,2025-01-12 00:45:45,18578,Cash-out observed after prediction point
CASE_000312,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14375,2025-01-12 06:46:46,46544,Cash-out observed after prediction point
CASE_000313,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11606,2025-01-12 02:00:48,8569,Cash-out observed after prediction point
CASE_000314,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18562,2025-01-12 05:03:11,15153,Cash-out observed after prediction point
CASE_000315,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08361,2025-01-12 06:28:42,3830,Cash-out observed after prediction point
CASE_000316,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000317,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01413,2025-01-12 07:44:26,13507,Cash-out observed after prediction point
CASE_000318,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000319,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18753,2025-01-12 11:39:42,17748,Cash-out observed after prediction point
CASE_000320,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00076,2025-01-12 13:17:05,41790,Cash-out observed after prediction point
CASE_000321,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00609,2025-01-12 13:56:01,27851,Cash-out observed after prediction point
CASE_000322,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12046,2025-01-12 14:57:52,9547,Cash-out observed after prediction point
CASE_000323,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000324,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02035,2025-01-12 19:15:54,7866,Cash-out observed after prediction point
CASE_000325,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09834,2025-01-12 18:45:42,10441,Cash-out observed after prediction point
CASE_000326,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08526,2025-01-12 20:59:50,16611,Cash-out observed after prediction point
CASE_000327,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05558,2025-01-12 22:24:37,18573,Cash-out observed after prediction point
CASE_000328,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13979,2025-01-12 22:04:59,5001,Cash-out observed after prediction point
CASE_000329,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15614,2025-01-12 18:02:47,22397,Cash-out observed after prediction point
CASE_000330,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05396,2025-01-12 21:29:35,5743,Cash-out observed after prediction point
CASE_000331,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15926,2025-01-12 20:14:16,11159,Cash-out observed after prediction point
CASE_000332,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000333,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14936,2025-01-12 20:39:03,6011,Cash-out observed after prediction point
CASE_000334,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000335,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04172,2025-01-12 20:29:05,6947,Cash-out observed after prediction point
CASE_000336,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09184,2025-01-13 02:01:14,4289,Cash-out observed after prediction point
CASE_000337,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000338,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000339,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03065,2025-01-13 01:15:37,13987,Cash-out observed after prediction point
CASE_000340,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03293,2025-01-13 07:14:13,28176,Cash-out observed after prediction point
CASE_000341,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000342,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000343,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03919,2025-01-13 12:06:31,44186,Cash-out observed after prediction point
CASE_000344,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09426,2025-01-13 06:14:58,26561,Cash-out observed after prediction point
CASE_000345,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06359,2025-01-13 11:32:01,2458,Cash-out observed after prediction point
CASE_000346,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000347,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05783,2025-01-13 18:25:33,14655,Cash-out observed after prediction point
CASE_000348,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000349,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02012,2025-01-13 23:37:05,14227,Cash-out observed after prediction point
CASE_000350,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10433,2025-01-13 20:45:25,26935,Cash-out observed after prediction point
CASE_000351,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05543,2025-01-13 22:07:35,5387,Cash-out observed after prediction point
CASE_000352,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08182,2025-01-14 01:44:42,26300,Cash-out observed after prediction point
CASE_000353,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000354,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000355,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19888,2025-01-13 23:32:07,4883,Cash-out observed after prediction point
CASE_000356,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04880,2025-01-13 23:30:12,16554,Cash-out observed after prediction point
CASE_000357,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10172,2025-01-14 04:56:18,5006,Cash-out observed after prediction point
CASE_000358,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04464,2025-01-14 06:13:39,3748,Cash-out observed after prediction point
CASE_000359,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16025,2025-01-14 04:58:26,4527,Cash-out observed after prediction point
CASE_000360,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17322,2025-01-14 07:32:17,27936,Cash-out observed after prediction point
CASE_000361,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000362,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000363,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000364,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15017,2025-01-14 11:16:29,34458,Cash-out observed after prediction point
CASE_000365,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17746,2025-01-14 15:02:29,6299,Cash-out observed after prediction point
CASE_000366,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13921,2025-01-14 15:25:53,81493,Cash-out observed after prediction point
CASE_000367,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02905,2025-01-14 12:49:21,11616,Cash-out observed after prediction point
CASE_000368,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00268,2025-01-14 19:10:34,16520,Cash-out observed after prediction point
CASE_000369,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09182,2025-01-14 19:20:29,6815,Cash-out observed after prediction point
CASE_000370,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03782,2025-01-14 20:46:52,7752,Cash-out observed after prediction point
CASE_000371,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11776,2025-01-14 18:11:45,6052,Cash-out observed after prediction point
CASE_000372,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03510,2025-01-14 18:55:35,1555,Cash-out observed after prediction point
CASE_000373,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13046,2025-01-14 20:26:42,9376,Cash-out observed after prediction point
CASE_000374,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000375,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05086,2025-01-15 00:45:16,11157,Cash-out observed after prediction point
CASE_000376,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06586,2025-01-15 03:12:05,8975,Cash-out observed after prediction point
CASE_000377,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16822,2025-01-15 06:38:03,3122,Cash-out observed after prediction point
CASE_000378,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17549,2025-01-15 00:13:29,10314,Cash-out observed after prediction point
CASE_000379,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12140,2025-01-15 03:50:36,2905,Cash-out observed after prediction point
CASE_000380,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13936,2025-01-15 01:13:31,23471,Cash-out observed after prediction point
CASE_000381,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11682,2025-01-15 02:42:34,5595,Cash-out observed after prediction point
CASE_000382,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10035,2025-01-15 04:45:50,2976,Cash-out observed after prediction point
CASE_000383,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13190,2025-01-15 02:19:10,8491,Cash-out observed after prediction point
CASE_000384,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06161,2025-01-15 05:18:59,3377,Cash-out observed after prediction point
CASE_000385,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14071,2025-01-15 05:55:49,8893,Cash-out observed after prediction point
CASE_000386,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18707,2025-01-15 09:14:36,20552,Cash-out observed after prediction point
CASE_000387,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12199,2025-01-15 07:21:37,16289,Cash-out observed after prediction point
CASE_000388,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01948,2025-01-15 09:42:28,36109,Cash-out observed after prediction point
CASE_000389,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19920,2025-01-15 15:05:10,19345,Cash-out observed after prediction point
CASE_000390,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000391,1,SYNTHETIC_PROTOTYPE,SYN_ATM_20014,2025-01-15 16:36:01,3623,Cash-out observed after prediction point
CASE_000392,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13875,2025-01-15 16:29:24,28417,Cash-out observed after prediction point
CASE_000393,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02174,2025-01-15 13:42:46,2805,Cash-out observed after prediction point
CASE_000394,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000395,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000396,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000397,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19159,2025-01-15 23:48:21,18567,Cash-out observed after prediction point
CASE_000398,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08615,2025-01-16 01:20:26,11360,Cash-out observed after prediction point
CASE_000399,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03041,2025-01-16 02:07:21,11531,Cash-out observed after prediction point
CASE_000400,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000401,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000402,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00047,2025-01-16 04:14:13,24962,Cash-out observed after prediction point
CASE_000403,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000404,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000405,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14257,2025-01-16 03:26:56,3941,Cash-out observed after prediction point
CASE_000406,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05883,2025-01-16 09:44:18,4993,Cash-out observed after prediction point
CASE_000407,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000408,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03676,2025-01-16 08:20:16,2480,Cash-out observed after prediction point
CASE_000409,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00961,2025-01-16 06:46:40,14830,Cash-out observed after prediction point
CASE_000410,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19708,2025-01-16 12:15:20,28887,Cash-out observed after prediction point
CASE_000411,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19815,2025-01-16 08:21:25,14768,Cash-out observed after prediction point
CASE_000412,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08540,2025-01-16 13:22:31,26124,Cash-out observed after prediction point
CASE_000413,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10632,2025-01-16 14:59:14,7896,Cash-out observed after prediction point
CASE_000414,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04376,2025-01-16 17:00:10,24143,Cash-out observed after prediction point
CASE_000415,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000416,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13582,2025-01-16 15:15:42,16747,Cash-out observed after prediction point
CASE_000417,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00872,2025-01-16 15:48:16,35868,Cash-out observed after prediction point
CASE_000418,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08936,2025-01-16 21:46:44,16861,Cash-out observed after prediction point
CASE_000419,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_000420,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07759,2025-01-16 20:18:15,7710,Cash-out observed after prediction point
CASE_000421,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07224,2025-01-16 16:15:07,19691,Cash-out observed after prediction point
CASE_000422,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01626,2025-01-16 16:41:54,12508,Cash-out observed after prediction point
CASE_000423,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06867,2025-01-16 17:23:43,9635,Cash-out observed after prediction point
